codelist_name,urn,notation,label,description
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P5OA2,N/A,N/A,"Own-account capital formation, intermediate consumption"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P5OA3,N/A,N/A,"Own-account capital formation, consumption of fixed capital"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P5OA4,N/A,N/A,"Own-account capital formation, other taxes on production minus other subsidies on production"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P5OA41,N/A,N/A,"Own-account capital formation, other taxes on production"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P5OA42,N/A,N/A,"Own-account capital formation, other subsidies on production"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P6,N/A,N/A,Exports of goods and services
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P61,N/A,N/A,Exports of goods
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P61A,N/A,N/A,Re-export of goods
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P61B,N/A,N/A,Export on second hand goods
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P61C,N/A,N/A,Merchanting
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P62,N/A,N/A,Exports of services
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P62F,N/A,N/A,Exports of FISIM
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P6A,N/A,N/A,Re-exports
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P7,N/A,N/A,Imports of goods and services
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P71,N/A,N/A,Imports of goods
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P72,N/A,N/A,Imports of services
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P72F,N/A,N/A,Imports of FISIM
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).POP,N/A,N/A,Total population
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).PTC,N/A,N/A,Total payable tax credits
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).PTOT,N/A,N/A,Term of trade
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).SAL,N/A,N/A,Employees
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).SELF,N/A,N/A,Self employed
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).T,N/A,N/A,Transactions
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TC,N/A,N/A,of which payable tax credits that exceed the taxpayer's liability
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TFU,N/A,N/A,Total final use
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TR1,N/A,N/A,Total resources production account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TR211,N/A,N/A,Total resources generation of income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TR212,N/A,N/A,Total resources allocation of primary income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TR22,N/A,N/A,Total resources secondary distribution of income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TR241,N/A,N/A,Total resources use of disposable income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TR311,N/A,N/A,"Total change in liabilities and net worth, change in net worth due to:  saving and capital transfers account"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TR312,N/A,N/A,"Total change in liabilities and net worth, acquisitions of non-financ:i al assets accounts"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TS,N/A,N/A,Total supply
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU,N/A,N/A,Total use
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU1,N/A,N/A,Total uses production account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU211,N/A,N/A,Total uses generation of income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU212,N/A,N/A,Total uses allocation of primary income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU22,N/A,N/A,Total uses secondary distribution of income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU241,N/A,N/A,Total uses use of disposable income account
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU311,N/A,N/A,"Total change in assets, change in net worth due to saving and capital:  transfers account"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).TU312,N/A,N/A,"Total change in assets, acquisitions of non-financial assets accounts"
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).ULC_HW,N/A,N/A,Unit Labour Cost (based on hours worked)
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).ULC_PS,N/A,N/A,Unit Labour Cost (based on persons)
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).UNE,N/A,N/A,Unemployed persons
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).UPR,N/A,N/A,Unit profits
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).YA0,N/A,N/A,Statistical discrepancy (expenditure approach)
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).YA1,N/A,N/A,Statistical discrepancy (production approach)
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).YA2,N/A,N/A,Statistical discrepancy (income approach)
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).YA3,N/A,N/A,Statistical discrepancies in Stock Flow Adjustment
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).YA3O,N/A,N/A,Other statistical discrepancies (+/-) in Stock Flow Adjustment
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).YSD1,N/A,N/A,Transaction imbalance
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).YSD2,N/A,N/A,Budget imbalance
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P71S21,N/A,N/A,Import of goods from EU
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P71S22,N/A,N/A,Import of goods from Non-EU
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).DTM,N/A,N/A,Distributors' Trading Margins
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P61S21,N/A,N/A,Export of goods to EU
"Stocks, Transactions, Other Flows",urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_STO(1.9).P61S22,N/A,N/A,Export of goods to Non-EU
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).ECB_GFS_1A,N/A,N/A,"ECB GFS Guideline, Table 1A: Government revenue and expenditure"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).ECB_GFS_1B,N/A,N/A,"ECB GFS Guideline, Table 1B: EU budget transactions"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).ECB_GFS_1C,N/A,N/A,"ECB GFS Guideline, Table 1C: Government final consumption expenditure and other non-financial transactions"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).ECB_GFS_2A,N/A,N/A,"ECB GFS Guideline, Table 2A: Government deficit and its financing"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).ECB_GFS_2B,N/A,N/A,"ECB GFS Guideline, Table 2B: Transactions in Maastricht debt - consolidation"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).ECB_GFS_3A,N/A,N/A,"ECB GFS Guideline, Table 3A: Government gross debt"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).ECB_GFS_3B,N/A,N/A,"ECB GFS Guideline, Table 3B: Government gross debt - consolidating elements"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).EDP_FC,N/A,N/A,Supplementary tables for the financial crisis
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).EDP1,N/A,N/A,EDP Table 1 - Reporting of government deficit/surplus and debt levels
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).EDP2,N/A,N/A,EDP Table 2 - Transition between the public accounts budget balance and the central government deficit/surplus
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).EDP3,N/A,N/A,EDP Table 3 - Contributions of the deficit/surplus and the other relevant factors to the variation in the debt level and the consolidation of debt
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).EDP4,N/A,N/A,EDP Table 4 - Other data in accordance with the statements contained in the Council minutes of 22/11/1993
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).EDPQ,N/A,N/A,Questionnaire related to the EDP notification tables
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).GFS_ALL,N/A,N/A,"ECB GFS Guideline, all GFS tables"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_BS,N/A,N/A,"IMF IFS GFS, Balance sheet"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_S2,N/A,N/A,"IMF GFS Yearbook, Statement II: Statement of sources and uses of cash"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_SO,N/A,N/A,"IMF IFS GFS, Statement of operations"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T1,N/A,N/A,"IMF GFS Yearbook, Table 1 - Revenue"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T2,N/A,N/A,"IMF GFS Yearbook, Table 2 - Expense"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T3,N/A,N/A,"IMF GFS Yearbook, Table 3 - Transactions in assets and liabilities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T4,N/A,N/A,"IMF GFS Yearbook, Table 4 - Revaluations in assets and liabilities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T5,N/A,N/A,"IMF GFS Yearbook, Table 5 - Other volume changes in assets and liabilities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T6,N/A,N/A,"IMF GFS Yearbook, Table 6 - Stock Positions in assets and liabilities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T6A,N/A,N/A,"IMF GFS Yearbook, Table 6A - Debt Liabilities at Nominal/Market Value"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T6B,N/A,N/A,"IMF GFS Yearbook, Table 6B - Debt Liabilities at Face Value"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T7,N/A,N/A,"IMF GFS Yearbook, Table 7 - Expenditure by Functions of Government (COFOG)"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T8A,N/A,N/A,"IMF GFS Yearbook, Table 8A - Transactions in financial assets and liabilities by counterpart sector"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T8B,N/A,N/A,"IMF GFS Yearbook, Table 8B - Stock positions in financial assets and liabilities by counterpart sector"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).IMF_GFS_T9,N/A,N/A,"IMF GFS Yearbook, Table 9 - Other economic flows in assets and liabilities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA_ALL,N/A,N/A,"ECB MUFA Guideline, all MUFA tables"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA1,N/A,N/A,"ECB MUFA Guideline, Table 1: Non-consolidated financial assets"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA2,N/A,N/A,"ECB MUFA Guideline, Table 2: Non-consolidated financial liabilities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA3,N/A,N/A,"ECB MUFA Guideline, Table 3: Deposits"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA4,N/A,N/A,"ECB MUFA Guideline, Table 4: Short-term loans"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA5,N/A,N/A,"ECB MUFA Guideline, Table 5: Long-term loans"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA6,N/A,N/A,"ECB MUFA Guideline, Table 6: Shot-term debt securities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA7,N/A,N/A,"ECB MUFA Guideline, Table 7: Long-term debt securities"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA8,N/A,N/A,"ECB MUFA Guideline, Table 8: Listed shares"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).MUFA9,N/A,N/A,"ECB MUFA Guideline, Table 9: Investment fund shares"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).PSD,N/A,N/A,Table PSD - Public sector debt
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).R15_FIN_SF,N/A,N/A,G-20 recommendation 15 framework - financial stocks and flows
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).R15_NONFIN_S,N/A,N/A,G-20 recommendation 15 framework - stocks of non-financial assets
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).R15_NONFIN_T,N/A,N/A,G-20 recommendation 15 framework - non-financial transactions
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0101,N/A,N/A,Table 0101 - Gross value added at basic prices and gross domestic product at market prices
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0102,N/A,N/A,Table 0102 - GDP identity from the expenditure side
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0103,N/A,N/A,Table 0103 - GDP identity from the income side
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0107,N/A,N/A,"Table 0107 - Disposable income, saving, net lending / borrowing"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0110,N/A,N/A,Table 0110 - Population and employment
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0111,N/A,N/A,Table 0111 - Employment by industry
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0117,N/A,N/A,Table 0117 - Final consumption expenditure of households by durability
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0119,N/A,N/A,Table 0119 - Simplified non-financial accounts by institutional sector
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0120,N/A,N/A,Table 0120 - Exports of goods (fob) and services by Member States of the EU / third countries.
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0121,N/A,N/A,Table 0121 - Imports of goods (fob) and services by Member States of the EU/third countries
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0199,N/A,N/A,Table 01xx - Source from various table 01 sub-tables
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0200,N/A,N/A,Table 0200 - Main aggregates of general government
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0301,N/A,N/A,Table 0301- Output and income
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0302,N/A,N/A,Table 0302 - Capital formation
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0303,N/A,N/A,Table 0303 - Employment
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0501,N/A,N/A,Table 0501 - Final consumption expenditure of households by purpose
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0502,N/A,N/A,Table 0502 - Final consumption expenditure of households
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0610,N/A,N/A,"Table 0610 - Financial accounts by sector (transactions), consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0611,N/A,N/A,"Table 0611 - Other change in volume accounts, consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0612,N/A,N/A,"Table 0612 - Revaluation of financial instruments accounts, consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0620,N/A,N/A,"Table 0620 - Financial accounts by sector (transactions), non-consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0621,N/A,N/A,"Table 0621 - Other change in volume accounts, non-consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0622,N/A,N/A,"Table 0622 - Revaluation of financial instruments accounts, non-consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0625,N/A,N/A,"Table 0625 - Financial accounts by sector (transactions), counterpart information, non-consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0710,N/A,N/A,"Table 0710 - Balance sheets for financial assets and liabilities (stocks), consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0720,N/A,N/A,"Table 0720 - Balance sheets for financial assets and liabilities (stocks), non-consolidated"
NA Table IDs,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_NA_TABLEID(1.7).T0725,N/A,N/A,"Table 0725 - Balance sheets for financial assets and liabilities (stocks), counterpart information, non-consolidated"
